gwf_case	start_event	end_event
Venezuela (2005-)	"Start: 12/4/2005 The legislative election on this date is coded as the last incremental step over the fine line between flawed democracy and electoral authoritarianism. Venezuela's "authoritarianization" was very gradual between August 2004 and December 2005. Although Venezuelan democracy was flawed, with a partisan National Electoral Commission and the manipulation of electoral procedures before August 2004, up until that time, observers considered elections fair. The opposition remained vibrant and was represented in the Assembly and Courts. In August 2004, Chavez won a recall election, also deemed free and fair by international election observers though not by the opposition. Leading up to the recall, the opposition had collected millions of signatures supporting it, as constitutionally required, but the Chavez-controlled National Electoral Commission had blocked the recall until the Supreme Court ruled in favor of holding it. Immediately after Chavez won the recall, the Chavista-dominated Assembly passed a law increasing the size of the Supreme Court and allowing the dismissal of judges by a simple majority Assembly vote. By the end of 2004, Chavistas had full control of the Supreme Court, and the new Supreme Court majority was rapidly dismissing anti-Chavista lower court judges and hiring Chavistas. The government also published a list of those who had signed recall petitions. Human Rights Watch has documented dismissals of tens of thousands from public employment and other jobs because their names were on this list. It also reports petition signers' loss of access to welfare benefits. Laws constraining the media were tightened. The intimidation campaign against "anti-revolutionaries" continued through 2005. When OAS election monitors visited Venezuela shortly before the December 2005 legislative election, they noted that the fingerprint machines used to identify voters could be linked to voting machines and used to identify who voted for the opposition. Given the government's earlier use of signatures on recall petitions to punish opponents, the five largest opposition parties boycotted the election, and only 25 percent of registered voters turned out to vote. European Union election observers criticized the boycott but noted government misuse of media and the excessive presence of troops around polling places on election day. The Chavistas won all seats in the Assembly. For the next five years no opposition voices were represented in any branch of government, and the public voice of the opposition was muted by harassment, intimidation, and occasionally arrest (Degutis 2005, 7; Marcano and Barrera 2007; Holland 2008, 10-11, 25, 36-37; Corrales and Penfold-Becerra 2011, 27, 30)."	"End: Regime continued in power as of December 31, 2010."
Vietnam (1954-)	"Start: 7/21/1954 The Geneva Accords established North Vietnam temporarily as a separate independent state. The communist party led by Ho Chi Minh controlled the northern part of Vietnam when the peace accord ending the French-Indochinese War was signed (Pentagon Papers 1954; LePoer 1987)."	"End: Regime continued in power as of December 31, 2010."
Vietnam, South (1954-63)	"Start: 7/21/1954 The Geneva Accords established South Vietnam temporarily as a separate independent state. At independence Vietnam was formally a constitutional monarchy, but Emperor Bao Dai was living in Paris and had little ability to influence events on the ground. He appointed Diem as PM (Pentagon Papers 1954; LePoer 1987)."	"End: 11/2/1963 Diem government ousted in coup, Diem and his brother were killed (Goodman 1973, 30; LePoer 1987)."
Vietnam, South (1963-75)	"Start: 11/2/1963 The Diem government was ousted in a coup led by Lt Gen Duong Van Minh, which set up a government led by the twelve-man Military Revolutionary Committee led by Gen Minh (Ky 1978, 31; Goodman 1973, 30; LePoer 1987)."	"End: 4/30/1975 Communist troops took Saigon, in effect ending the existence of South Vietnam as a separate nation. Formal reunification with the North occurred the following year (LePoer 1987)."
Yemen (1918-62)	"Start: 10/30/1918 Independence from the Ottoman Empire under the Hamid al-Din dynasty, the traditional imamate of the Zaidi people in what became North Yemen (Haddad 1973, 221; Burrowes 1987, 16; Time Magazine 1967)."	"End: 9/26/1962 Coup led by Col al-Sallal deposed Imam al-Badr a week after he succeeded to the imamate (Burrowes 1987, 22; Clark 2010, 62-63; Haddad 1973, 244- 50)."
Yemen (1962-67)	"Start: 9/26/1962 Coup led by Col al-Sallal deposed the imamate and created the Revolutionary Command Council to rule. The Yemeni army was small and weak and could probably have been defeated by tribesmen loyal to the royal family, but the regime was kept in power by Egyptian troops and administrators (Haddad 1973, 244- 58; Burrowes 1987, 22; Clark 2010, 63)."	"End: 11/5/1967 Coup replaced al-Sallal with a civilian and military coalition led by a civilian (Haddad 1973, 285-88; Burrowes 1987, 28)."
Yemen (1967-74)	"Start: 11/5/1967 Coup replaced al-Sallal with a civilian and military coalition of anti- Egyptian republicans led by a civilian (Haddad 1973, 285-88; Burrowes 1987, 28)."	"End: 6/13/1974 Coup led by Col. al-Hamdi replaced the civilian-led government (Burrowes 1987, 57)."
Yemen (1974-78)	"Start: 6/13/1974 Coup led by Lt Col al-Hamdi replaced the civilian-led government with a Military Command Council that excluded the sheikhs and other civilians. In 1975 the MCC dissolved the partly elected Consultative Council on which tribal interests had been represented, further narrowing the regime (Burrowes 1987, 57-60; Clark 2010, 107)."	"End: 7/17/1978 The four-man Presidential Council that led the military regime chose Lt. Col. Salih (who had been a Major a few weeks earlier) as President and Commander-in-Chief of the armed forces (Burrowes 1987, 92-93). The post October 1978 regime is considered different from the 1974-78 regime because Salih began almost immediately to change the identity of those who could influence policy. In late 1978 and 1979, he purged important officers, narrowing the faction of the military included in the regime. He brought back to influence sheikhs who had been excluded since 1974 and gave his family and tribe a privileged place in the regime (Burrowes 1987, 94-130). Beginning in 1979, Salih began developing institutions to allow some participation by ordinary citizens (Burrowes 1987, 112-31)."
Yemen (1978-)	"Start: In 7/17/1978 The four-man Presidential Council that led the 1974-78 regime briefly after earlier leaders' assassinations chose Lt-Col Salih as president and commander-in- chief of the armed forces (Burrowes 1987, 92-93). The post-1978 regime is considered different from the 1974-78 regime because Salih began almost immediately to change the identity of those who could influence policy, reducing the military's role and incorporating sheikhs. Beginning in late 1978, he purged important officers, narrowing the faction of the military included in the inner circle. He brought back to influences sheikhs who had been excluded since 1974 and gave his family and tribe a privileged place in decision making, distribution, and command positions in the military (Burrowes 1987, 94-130; Clark 2010, 122). Beginning in 1979, Salih began developing institutions to allow some participation in politics by ordinary citizens (Burrowes 1987, 112-131)."	"End: Regime continued in power as of December 31, 2010."
Yemen South (1967-90)	"Start: 11/30/1967 Independence when Britain handed power to the National Liberation Front, one of the two groups that led the insurgency that toppled British rule (Clark 2010, 87; Time Magazine 1967)."	"End: 5/22/1990 Unification of South Yemen with the North ended the existence of South Yemen as a separate nation (Clark 2010, 134-40)."
Yugoslavia (1945-90)	"Start: 3/7/1945 A government dominated by Tito and the communists was established after the defeat of German occupation forces by communist-led Partisans and negotiations between Tito and representatives of the government-in-exile in London. Prior to that date, there were two Yugoslav governments, the Partisans with control of most of the territory and the government-in-exile with international recognition and support from part of the population, especially in Croatia (Petrovich 1947, 508-9; Van Dyke 1947, 375). The March 1945 government included five non-Partisan ministers out of 28, was led by Tito, and controlled by the communists. Constituent Assembly elections were held in November 1945 in which only People's Front candidates could run and in which "collaborators" were barred from voting. The non-communist ministers resigned in protest, and several non-communist parties boycotted the election. It resulted in a communist dominated government led by Tito as PM. The assembly ended the monarchy (Petrovich 1947, 515-18; Sudetic 1990)."	"End: 1/20/1990 The opening of the 14th (extraordinary) Congress of the League of Yugoslav Communists, at which the Yugoslav communist party dissolved itself into its constituent republican parties, in effect ending one-party rule in Yugoslavia. In February 1990, Slovenia and Croatia legalized opposition parties. The opposition won multiparty elections in Slovenia and Croatia in April-May 1990, which ended communist rule in them; both countries stopped contributing taxes to the central government and withdrew troops from the central government's military operations in Kosovo (Lampe 2000, 352-55; Glaurdic 2011, 127-39). The Slovenian parliament declared full sovereignty in July 1990, and in the same month a constitutional reform in Serbia legalized opposition parties and defined it as defacto independent (Glaurdic 2011, 165). Although the first breakaway countries did not become formally independent until 1991, the Yugoslav League of Communists and the central government lost control of policy making in January 1990 and had lost control of most of what had been Yugoslavian territory by the end of 1990."
